Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt,State,Place_sentiment,Overall_state_sentiment
TD-293,Morjim Beach,"from Panjim Kadamba Bus Stand, 16 km from Margao Railway Station and 38 km from Vasco Da Gama Railway Station, Cavelossim Beach is a beautiful beach situated in South Goa.Cavelossim Beach is situated between Sal River and Arabian Sea. This beach presents a beautiful view of the river Sal, the paddy fields and soft sandy beach. Cavelossim Beach is filled with soft white sands and dotted with black lava rocks at certain places. This beach is much bigger and cleaner and quieter than most of the famous beaches in Goa. The tourists can enjoy sun bathing on the beach, dolphin trips and sunset cruises are among the other attractions at the Cavelossim Beach. Cavelossim Beach is ideal for shell collecting, strolling or indulging in more active pursuits like renting a kayak or catamaran. Tourists can come to the beach at any time throughout the year. November to March seem to be the best time for coming to the beach. .....
",Beach,16,3.98,1346,1, Panjim Kad,Goa,0.98,0.73
TD-294,Odxel Beach,"from Panjim Kadamba Bus Stand, 46 km from Vasco Railway Station and 13 km from Mapusa, Chapora Beach is a picturesque beach situated in North Goa. Nestled at the mouth of the Chapora River, it is a pleasant change from the bustling Anjuna Beach. This beach is famous for fishing and boat building. Like the other popular beaches of Goa, Chapora also stays crowded most of the time of the day. The picturesque beach with white sand and a number of coconut palms along its stretch is well known as the Chapora Fort that was built 500 years ago during the Portugal rule is situated nearby. There is a famous Ganesh fruit juice center in Chapora selling organic juices and gathering people from around.The Chapora Beach is picturesque and offers amazing views of the sunrise as well as the sunset. Swimming at the Chapora Beach is not safe as the undercurrents are sometimes very strong. At Chapora Beach, you can take a lazy walk, soak the sunrays or just play around .....
",Beach,46,3.95,712,2, Panjim Kad,Goa,0.97,0.73
TD-295,Ozran Beach,"from Panjim Kadamba Bus Stand, 46 km from Vasco Railway Station and 13 km from Mapusa, Chapora Beach is a picturesque beach situated in North Goa. Nestled at the mouth of the Chapora River, it is a pleasant change from the bustling Anjuna Beach. This beach is famous for fishing and boat building. Like the other popular beaches of Goa, Chapora also stays crowded most of the time of the day. The picturesque beach with white sand and a number of coconut palms along its stretch is well known as the Chapora Fort that was built 500 years ago during the Portugal rule is situated nearby. There is a famous Ganesh fruit juice center in Chapora selling organic juices and gathering people from around.The Chapora Beach is picturesque and offers amazing views of the sunrise as well as the sunset. Swimming at the Chapora Beach is not safe as the undercurrents are sometimes very strong. At Chapora Beach, you can take a lazy walk, soak the sunrays or just play around .....
",Beach,46,3.83,927,1, Panjim Kad,Goa,0.97,0.73
TD-296,Patnem Beach,"from Panjim Kadamba Bus Stand, 61 km from Vasco Da Ma Railway Station and 33 km from Margao Railway Station, Cola Beach is a stunning remote beach in Goa and among the most beautiful beaches in South Goa.The Cola Beach or Khola Beach is a private beach located 5 km north of Agonda Beach and 12 km from Palolem Beach. It is one of the remote beaches of Goa that is suitable for those seeking a lovely place for complete peace and relaxation. It is also much cleaner and quieter than the better known Goa beaches. One distinctive point that separates Cola Beach from others is the fresh water lagoon on its sea shore that is connected to sea. It is one of the unexplored beaches in Goa which glorifies exotic beauty and tranquility. Cola Beach is characterized by the fresh and cool breeze of palm trees.  There are two beaches, Little Cola Beach in the north and usual Cola Beach .....
",Beach,61,4.83,852,1, Panjim Kad,Goa,0.99,0.73
TD-297,Rajbagh Beach,"from Panjim Kadamba Bus Stand and 17 km from Mapusa, Coco Beach is one of the popular beaches in Goa at a distance of 2.5 kms from Reis Mogos Fort.The Coco Beach is located at the mouth of the Nerul River on the Mondovi Estuary. It is a protected bay of the Mondovi River. The beach is often regarded as an abridged gateway between Candolim and Nerul. Beautiful tall palm trees framed the beach. The beach though little dirty compared to other beaches is popular for water sports and boating. Boat trips into the Mondovi River also hosts another tourists attraction which is spotting the wild dolphins. These trips also extend up to the base of Aguada fort and present magnificent view of the fort, Aguada prison and the lighthouse (usually one hour boat ride). The busy mornings spent in boat trips are followed by quiet and tranquil afternoons and evenings. Reis Magos Fort and Reis Magos Church are situated close to .....
",Beach,17,4.61,1467,1, Panjim Kad,Goa,0.94,0.73
TD-298,Sinquerim Beach,"from Panjim Kadamba Bus Stand, 38 km from Vasco Da Gama Railway Station and 12 km from Mapusa, Candolim Beach is a part of a long extension of beach coastline along the Arabian Sea that begins at Fort Aguada and ends at Chapora Beach in North Goa.Candolim Beach is positioned between Sinquerim and Calangute beaches. Candolim Beach is another relatively busy soft sandy beach that due to erosion can be narrow in some places. The bulk ore carrier River Princess ended up being grounded some 100 m from the beach during the 2001 monsoon. Despite numerous pledges by both local and central government, she still lays rusting. Various attempts have been made to salvage or refloat the ship. The founder of science of hypnotism Father Abbe Faria was born here. Candolim is also the place where the Goans launched first revolt against Portuguese. Candolim Beach was the first area to have adopted Christianity under the Portuguese rule. The water can be rough .....
",Beach,38,3.82,775,1, Panjim Kad,Goa,0.13,0.73
TD-299,Sernabatim Beach,"from Panjim Kadamba Bus Stand, 47 km from Vasco Da Gama Railway Station and 19 km from Margao Railway Station, Canaguinim Beach is the last beach in South Goa.Canaguinim Beach is the most secluded beach lying south of Betul Beach. It has a low wall around it and also has some sedimentary rocks and a river Sal inlet at the end of the beach. Due to this reason the beach is usually deserted. However, since the beach is not frequented by tourists and is secluded from a safety point it is advised not to visit the beach during the night. Canaguinim Beach is covered with sandy rocks and becomes isolated. The silver coastal stretch of the beach is much small and less crowded compared to other beaches in the vicinity. Canaguinim Beach consists of two amazing beaches North Canaguinim Beach and South Canaguinim Beach. These beaches are surrounded by lush wild vegetation, covered with golden sand and washed by warm waters of the Arabian Sea. North Canaguinim Beach .....
",Beach,47,4.37,838,1, Panjim Kad,Goa,0.11,0.73
TD-300,Siridao Beach,"from Panjim Kadamba Bus Stand, 47 km from Vasco Da Gama Railway Station and 19 km from Margao Railway Station, Canaguinim Beach is the last beach in South Goa.Canaguinim Beach is the most secluded beach lying south of Betul Beach. It has a low wall around it and also has some sedimentary rocks and a river Sal inlet at the end of the beach. Due to this reason the beach is usually deserted. However, since the beach is not frequented by tourists and is secluded from a safety point it is advised not to visit the beach during the night. Canaguinim Beach is covered with sandy rocks and becomes isolated. The silver coastal stretch of the beach is much small and less crowded compared to other beaches in the vicinity. Canaguinim Beach consists of two amazing beaches North Canaguinim Beach and South Canaguinim Beach. These beaches are surrounded by lush wild vegetation, covered with golden sand and washed by warm waters of the Arabian Sea. North Canaguinim Beach .....
",Beach,47,4.73,1490,2, Panjim Kad,Goa,0.11,0.73
TD-301,Talpona Beach,"rom Panjim Kadamba Bus Stand, 30 km from Vasco Da Gama Railway Station and 38 km from Mapusa, Dona Paula Beach is one of the famous beachs in Goa.Dona Paula Beach has a very romantic legend attached to it. It is believed that Dona Paula De Menzes, daughter of a viceroy, threw herself off the cliff when she was not allowed to marry a local fisherman whom she loved. It is said that she is still seen emerging from the moonlit waves wearing only a pearl necklace. This idyllic rocky tourist attraction lies at the spot where the Mandovi and the Zuari rivers meet the Arabian Sea. This is a spot to sunbathe and relax. At the end of the bay there is a beautiful islet-hillock. From the top of this hillock one can have views of the Marmugao Harbour and the Arabian Sea up to the Zuari Bridge to the east. At the base there is a carved sculpture named ' Image of India' depicting a couple, a man facing west and a woman facing east. It was made by Baroness von Leistner. .....
",Beach,30,4.78,1467,2, Panjim Kada,Goa,0.94,0.73
TD-302,Issorcim Beach / Hollant Beach,"from Panjim Kadamba Bus Stand, 79 km from Vasco Da Gama Railway Station and 50 km from Margao Railway Station, Galgibaga Beach is the less crowded beach in South Goa.Galgibaga Beach is also known as the Turtle Beach and is one of three other Goa beaches along with Agonda and Morjim Beaches, where the state program of olive turtles saving and protection works and implemented perfectly. The whole northern part of this beautiful beach is used for turtles nesting. This is the reason why there is an absence of the shack culture or any permanent structure on the beach, which otherwise is a very common sight on the other beaches of Goa.This empty stretch of beach with its silvery sands and clusters of coconut palms is a calm and serene paradise and a poet's delight. If you are in Goa in January and February you may be lucky enough to see the turtles nesting and hatching. Visitors are only requested not to touch or .....
",Beach,79,4.89,1293,1, Panjim Kad,Goa,0.98,0.73
